1933,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,底,房,心,尾,箕,斗,女,虚,危,室,室,壁,奎,婁,胃,昴
2,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,-1,-1,-1
3,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,胃,昴,畢,觜,参,井
4,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,畢,觜,参,井,鬼,柳,-1
5,星,張,翼,軫,角,亢,低,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫
6,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,参,井,鬼,柳,星,張,翼,軫,-1
7,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,鬼,柳,星,張,翼,軫,角,亢,氐
8,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,張,翼,軫,角,亢,氐,房,心,尾,箕,斗
9,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,-1
10,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁
11,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,-1
12,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼
